Episode,Start_X,Start_Y,Start_Z,Target_X,Target_Y,Target_Z,Total_Reward,Collisions,Steps,Navigation_Time,Path_Length,Obstacle_Avoidance_Count,Final_Distance,Success
15,40.326515197753906,-25.00821304321289,-6.7232842445373535,39.271915435791016,28.0124454498291,-7.745241641998291,-241.62774636030198,1,8,9.527153730392456,10.943173348903656,1,55.44734191894531,0
16,-53.72470474243164,-24.524574279785156,-7.740016937255859,6.524200916290283,48.77532958984375,-9.732484817504883,-266.7741050314903,1,11,13.006507635116577,16.402029767632484,1,96.03787994384766,0
17,-43.85600662231445,17.455612182617188,-7.2604594230651855,13.541694641113281,-6.8185248374938965,-7.207962512969971,-307.0907092046738,1,25,29.783857345581055,34.50935274362564,1,65.25494384765625,0
18,-8.66500473022461,14.484663963317871,-8.014559745788574,39.462989807128906,13.967041015625,-9.37882137298584,-313.3979419517517,1,15,18.21068239212036,20.65304121375084,1,57.09907531738281,0
19,-38.260189056396484,32.04523849487305,-5.3926239013671875,-14.727875709533691,7.188145160675049,-2.1184489727020264,-160.0955137014389,1,2,2.3723018169403076,2.514328360557556,2,32.82149887084961,0
20,-56.941688537597656,-29.32018280029297,-9.09195613861084,31.237638473510742,-16.25130844116211,-7.503478050231934,-308.37359204828743,1,10,11.650392293930054,15.918452620506287,1,98.25263214111328,0
21,-51.21316146850586,-48.78379440307617,-3.5310728549957275,-18.601238250732422,14.235600471496582,-4.171909332275391,-236.5129981994629,1,5,5.851730585098267,6.353564664721489,1,72.67718505859375,0
22,57.59914016723633,26.470260620117188,-2.044285297393799,59.62682342529297,-40.37401580810547,-4.910887241363525,-185.70745306268333,1,3,3.460047721862793,4.374650597572327,1,65.09662628173828,0
23,7.513522624969482,29.138845443725586,-5.80453634262085,-58.58222961425781,-7.772658824920654,-6.077112674713135,-318.32518954455855,1,12,19.592889070510864,18.347952246665955,1,80.86001586914062,0
24,61.43685531616211,22.687786102294922,-8.901161193847656,-23.977108001708984,42.23749542236328,-3.2447922229766846,-188.76267769813538,1,5,6.264697074890137,5.935283362865448,1,88.51628112792969,0
25,49.19342803955078,8.115585327148438,-8.555479049682617,43.15387725830078,46.838863372802734,-3.1420681476593018,-121.9617825126648,1,1,3.646256923675537,0.0631723403930664,0,39.55422592163086,0
26,-53.77748489379883,26.745479583740234,-7.291153907775879,-58.67533493041992,-30.93963623046875,-2.57814359664917,-156.59224381119014,1,8,11.791779041290283,12.079145669937134,1,50.910301208496094,0
27,21.70821189880371,-20.391769409179688,-8.65524959564209,-18.001720428466797,37.386348724365234,-7.27386999130249,-177.18489822387696,1,2,2.3500819206237793,1.9915587306022644,2,70.25556182861328,0
28,10.397971153259277,-34.561737060546875,-2.67122483253479,-21.71462059020996,-35.48991012573242,-3.560697317123413,-233.1828894984722,1,6,7.134453058242798,7.3200684785842896,1,31.545795440673828,0
29,49.76618576049805,-39.0238151550293,-2.752422332763672,-31.238296508789062,-8.539212226867676,-6.7122578620910645,-244.15157827153803,1,6,6.952113628387451,7.73825740814209,1,88.92922973632812,0
30,-19.078956604003906,-26.85039710998535,-9.95300006866455,-59.17706298828125,-0.35975250601768494,-4.051787853240967,-225.40856013536452,1,8,9.180602073669434,9.483263373374939,0,53.56810760498047,0
31,66.97511291503906,-21.356367111206055,-7.63800048828125,-15.191650390625,46.40980911254883,-5.313816070556641,-304.6153612434864,1,16,18.10150384902954,24.51497209072113,1,108.50707244873047,0
32,-12.938383102416992,-27.48969841003418,-2.7584214210510254,-49.81886672973633,29.12635612487793,-8.978524208068848,-309.77371586441996,1,5,5.856563329696655,5.919447034597397,2,72.6240234375,0
33,-43.92527389526367,-4.105678081512451,-4.529641628265381,-3.8239946365356445,8.214033126831055,-4.835278511047363,-267.9134404724091,1,19,22.304892539978027,24.303725123405457,1,43.73740768432617,0
34,-8.594695091247559,40.0397834777832,-4.654136657714844,7.060900688171387,-49.57944107055664,-8.172989845275879,-192.5349487578869,1,10,15.236231565475464,15.529091238975525,0,83.80175018310547,0
35,19.822803497314453,26.603952407836914,-4.307183742523193,-28.630006790161133,45.03179931640625,-2.6777822971343994,-269.01208990216253,1,6,9.262247800827026,9.652155756950378,1,58.694252014160156,0
36,-10.429525375366211,12.154751777648926,-8.928977012634277,-6.812265872955322,-33.23499298095703,-9.018911361694336,-142.0747704720497,1,29,45.503669023513794,41.2185600399971,1,29.561664581298828,0
37,-14.965923309326172,-15.585163116455078,-7.735723972320557,78.09276580810547,21.180410385131836,-9.545198440551758,-320.03790522813796,1,9,10.763110876083374,12.774595499038696,1,109.3008041381836,0
38,-5.60235071182251,25.008211135864258,-3.8298025131225586,-33.260353088378906,40.131446838378906,-7.4777512550354,-252.94584768652916,1,5,5.8744611740112305,6.880602180957794,1,37.316986083984375,0
