Episode,Start_X,Start_Y,Start_Z,Target_X,Target_Y,Target_Z,Total_Reward,Collisions,Steps,Navigation_Time,Path_Length,Obstacle_Avoidance_Count,Final_Distance,Success
1,59.76713943481445,11.80905818939209,-2.0,57.4785041809082,-12.514073371887207,-2.0,-130.9905112028122,1,2,2.4454543590545654,2.777757167816162,0,23.980464935302734,0
2,40.915367126464844,43.84577941894531,-2.0,-15.60286808013916,-3.2710444927215576,-2.0,-115.77955864191054,1,7,8.379533529281616,8.045190870761871,1,65.56976318359375,0
3,38.16078567504883,-17.81959342956543,-2.0,71.43707275390625,-39.541290283203125,-2.0,-122.0120288848877,1,1,1.2444837093353271,0.0006248950958251953,0,39.73843765258789,0
4,52.26264190673828,35.18898391723633,-2.0,26.572757720947266,-23.58497428894043,-2.0,-20.199216399192807,1,17,20.239296197891235,21.511204719543457,0,44.17439270019531,0
5,58.62099838256836,19.03362274169922,-2.0,-26.675874710083008,9.214067459106445,-2.0,-82.17969521522522,1,20,23.661742210388184,23.223868638277054,0,69.19996643066406,0
6,-12.7214937210083,45.1511344909668,-2.0,-36.053016662597656,29.5827693939209,-2.0,-93.9838089632988,1,7,8.213052988052368,8.951264053583145,1,19.34836769104004,0
7,-29.78387451171875,-14.58820915222168,-2.0,50.91271209716797,41.77159118652344,-2.0,-2976.105489093437,0,400,480.6976840496063,138.90192678011954,0,42.48710632324219,0
8,74.75804901123047,-39.47663497924805,-2.0,51.450584411621094,-13.871089935302734,-2.0,19.16903566718105,1,20,22.981672525405884,25.336729377508163,1,9.506799697875977,0
9,28.484037399291992,-39.277565002441406,-2.0,25.636123657226562,14.667136192321777,-2.0,-912.8988064092767,0,400,497.21995639801025,115.44539258698933,0,22.894285202026367,0
10,-32.903045654296875,45.25146484375,-2.0,46.956993103027344,46.46961212158203,-2.0,-122.44819182872772,1,1,1.9649815559387207,0.6068398356437683,1,79.46992492675781,0
11,12.044686317443848,1.982234239578247,-2.0,-37.07575225830078,9.001821517944336,-2.0,406.8888987587391,0,88,123.68287467956543,66.35290856286883,0,1.3953310251235962,1
12,66.00247955322266,-11.894688606262207,-2.0,-3.481210708618164,-8.552889823913574,-2.0,-115.46529925107956,1,4,4.7266318798065186,2.5991274416446686,0,67.15072631835938,0
13,3.7383060455322266,24.326663970947266,-2.0,4.16790246963501,-22.321914672851562,-2.0,253.62014328751712,0,211,261.2839686870575,100.63951427303255,8,1.4186451435089111,1
14,51.82212829589844,-15.842158317565918,-2.0,-28.78516387939453,39.3017578125,-2.0,-133.48540511846542,1,1,1.2718350887298584,1.5119564533233643,0,98.70260620117188,0
15,14.555699348449707,-23.593914031982422,-2.0,-51.04042434692383,-10.605164527893066,-2.0,-3083.3481824268915,0,400,500.75986433029175,252.57981207966805,320,4.019563674926758,0
16,-11.806736946105957,9.54638671875,-2.0,73.21089172363281,9.813155174255371,-2.0,-2672.402505814619,1,138,174.0017580986023,61.45323533937335,121,79.26058959960938,0
17,43.523067474365234,-2.067218780517578,-2.0,79.52892303466797,29.264114379882812,-2.0,-209.94865226507187,1,13,17.252037048339844,11.788788586854935,13,46.88456726074219,0
18,47.72246551513672,13.637003898620605,-2.0,69.10384368896484,6.011733055114746,-2.0,-121.14967203855514,1,1,1.269134759902954,0.0009371042251586914,0,22.70039939880371,0
19,11.677590370178223,-5.346244812011719,-2.0,27.762914657592773,46.865394592285156,-2.0,-2688.0577310810236,1,154,192.81985139846802,76.09036204963923,136,36.425262451171875,0
20,70.2197036743164,35.83393478393555,-2.0,-5.215164661407471,18.417333602905273,-2.0,-144.8126323878765,1,36,44.33966255187988,42.926023960113525,20,54.842769622802734,0
21,7.320427417755127,-1.3819706439971924,-2.0,-7.310121536254883,-48.5573844909668,-2.0,11.833539617061604,1,29,36.68730115890503,37.77728268504143,10,20.0500431060791,0
22,-37.71782302856445,-36.57875442504883,-2.0,16.22315788269043,-20.804019927978516,-2.0,-153.16466288328172,1,1,1.2537343502044678,0.35675397515296936,1,55.85432052612305,0
23,8.544200897216797,7.43716287612915,-2.0,38.342933654785156,44.55134963989258,-2.0,-2516.8646939443242,1,184,230.02196073532104,80.8764041736722,170,13.941266059875488,0
24,63.69493865966797,10.294098854064941,-2.0,42.50044631958008,49.511146545410156,-2.0,-121.77492169618607,1,1,1.2220816612243652,0.09402059763669968,0,44.51670837402344,0
25,57.582847595214844,6.002936840057373,-2.0,-15.159415245056152,7.5318779945373535,-2.0,-123.66544763326645,1,1,1.2410142421722412,0.0003799391561187804,0,72.7583236694336,0
26,-33.97233200073242,26.284996032714844,-2.0,19.199142456054688,-30.2633113861084,-2.0,-123.90769347429276,1,1,1.2510013580322266,0.0010390299139544368,0,77.6203384399414,0
