Episode,Start_X,Start_Y,Start_Z,Target_X,Target_Y,Target_Z,Total_Reward,Collisions,Steps,Navigation_Time,Path_Length,Obstacle_Avoidance_Count,Final_Distance,Success
29,56.693077087402344,-16.694669723510742,-2.0,-29.236379623413086,-11.970501899719238,-2.0,-121.56059458494187,1,1,1.483436107635498,0.435911625623703,0,85.69288635253906,0
30,55.667728424072266,11.386053085327148,-2.0,75.51985931396484,30.59221839904785,-2.0,-118.0783821296692,1,1,1.3595466613769531,0.42344003915786743,0,27.203847885131836,0
31,39.0170783996582,-30.042444229125977,-2.0,24.019031524658203,-13.002843856811523,-2.0,-86.80669180631638,1,9,12.64580249786377,11.468753159046173,2,11.297337532043457,0
32,1.076629400253296,-29.532365798950195,-2.0,68.05873107910156,44.61163330078125,-2.0,-255.1677427917719,1,36,49.374306201934814,39.003642141819,27,62.256160736083984,0
33,-45.461212158203125,40.7566032409668,-2.0,-49.570735931396484,-44.72438430786133,-2.0,-198.89950136303904,1,18,24.222885370254517,18.444450676441193,11,70.32276153564453,0
34,13.605315208435059,31.345722198486328,-2.0,-11.701346397399902,41.29453659057617,-2.0,-189.4721375244856,1,36,48.79906105995178,34.48863410949707,29,6.375654220581055,0
35,7.530004501342773,32.5445556640625,-2.0,-15.341021537780762,-31.45848846435547,-2.0,-790.7643678914385,1,69,94.97281575202942,65.85504987835884,62,12.305543899536133,0
36,64.34175872802734,-5.644751071929932,-2.0,-19.96623420715332,1.9397486448287964,-2.0,-121.3334892988205,1,2,2.7067923545837402,1.2114530205726624,0,83.66398620605469,0
37,25.22039794921875,-29.38797950744629,-2.0,60.690399169921875,-38.222721099853516,-2.0,-1056.2236070204992,1,62,83.0850522518158,34.386745154857635,57,20.070892333984375,0
38,-53.19364547729492,36.21464538574219,-2.0,-24.67125701904297,41.103084564208984,-2.0,-791.0339026673511,1,63,83.74590802192688,40.02635481208563,55,5.494875907897949,0
39,12.104814529418945,18.2004451751709,-2.0,-58.54414367675781,12.8495512008667,-2.0,-68.15974363565445,1,28,37.486056327819824,31.6251200735569,20,42.266258239746094,0
40,58.7213020324707,-8.95959758758545,-2.0,23.811494827270508,-6.86710262298584,-2.0,-118.88020253896713,1,1,1.3400847911834717,0.44685637950897217,0,34.610679626464844,0
41,28.623994827270508,18.82993507385254,-2.0,20.288646697998047,-12.819369316101074,-2.0,-155.65494720578192,1,1,1.3987998962402344,0.1472213715314865,1,32.844932556152344,0
42,2.1588165760040283,-16.824493408203125,-2.0,30.6679630279541,-10.788114547729492,-2.0,-971.9555327643453,1,55,76.35401630401611,30.134199496358633,48,13.352350234985352,0
43,-36.74039077758789,4.162619590759277,-2.0,16.17669105529785,42.54632568359375,-2.0,-1232.3694208656996,1,81,108.11782670021057,65.40721686184406,71,9.880855560302734,0
44,-22.485549926757812,-23.989688873291016,-2.0,1.9997308254241943,-4.770421981811523,-2.0,-120.9588866519928,1,1,1.3704819679260254,0.37989115715026855,0,31.0242977142334,0
45,-35.487918853759766,-9.477792739868164,-2.0,39.093807220458984,13.028763771057129,-2.0,-858.626960044913,1,72,97.72131896018982,68.39274080097675,62,21.3293514251709,0
46,27.792816162109375,27.2557315826416,-2.0,61.484405517578125,-1.9735257625579834,-2.0,-103.6585360789299,1,10,13.985679388046265,11.614526957273483,4,33.05693435668945,0
47,44.09721374511719,38.182579040527344,-2.0,63.076446533203125,-36.82371520996094,-2.0,-172.74836004018783,1,20,27.57585310935974,21.02810111641884,14,62.011287689208984,0
48,33.18913269042969,34.11281204223633,-2.0,-53.2746696472168,-1.5870252847671509,-2.0,-918.0089360014538,1,64,85.65843653678894,80.64223712682724,60,21.987855911254883,0
49,37.58975601196289,49.027347564697266,-2.0,27.245452880859375,26.63033676147461,-2.0,-310.7498100987077,1,37,50.33967971801758,33.235594272613525,28,9.71016788482666,0
50,0.01709805615246296,49.258304595947266,-2.0,-1.619060754776001,-13.818778991699219,-2.0,-852.8312056319414,1,67,89.8242015838623,61.2652687728405,59,8.043567657470703,0
51,76.68292236328125,-37.58125686645508,-2.0,67.90953063964844,-7.560378551483154,-2.0,-96.8287800049782,1,20,25.854501008987427,21.71113160252571,12,15.53408432006836,0
52,46.937625885009766,23.644880294799805,-2.0,-5.024287223815918,-45.3741455078125,-2.0,-185.73322832107544,1,12,16.389208555221558,11.090217560529709,6,76.93321228027344,0
53,27.68082618713379,-36.51209259033203,-2.0,13.887474060058594,-18.858497619628906,-2.0,-1236.64203837052,1,70,92.97610878944397,43.5296615883708,63,8.844277381896973,0
54,-50.7964973449707,-13.39851188659668,-2.0,2.1774632930755615,-11.30960464477539,-2.0,89.4866706930101,0,91,122.07335495948792,64.18889057636261,84,1.496633529663086,1
55,61.91515350341797,-9.276782035827637,-2.0,-7.058541774749756,2.2289183139801025,-2.0,-136.5435415291786,1,1,1.199049472808838,1.645264744758606,0,71.54156494140625,0
56,63.06069564819336,46.66282653808594,-2.0,35.88582992553711,-30.848512649536133,-2.0,-43.03493641853335,1,30,36.41548800468445,37.88176289200783,11,49.73331069946289,0
57,-4.078771591186523,-48.56519317626953,-2.0,67.95751190185547,-1.5413124561309814,-2.0,93.06158527374266,1,63,75.8587474822998,76.39812090992928,32,22.117311477661133,0
58,65.2613296508789,7.923642158508301,-2.0,76.12553405761719,-41.9464225769043,-2.0,-109.66305679559707,1,4,4.756288766860962,3.8453712463378906,0,48.341609954833984,0
59,-20.126262664794922,23.2280216217041,-2.0,16.535696029663086,34.84993362426758,-2.0,-119.89883960723877,1,1,1.3963935375213623,0.41358253359794617,0,38.20168685913086,0
60,51.62495422363281,31.421110153198242,-2.0,-37.65150833129883,-11.342389106750488,-2.0,-40.150941429138214,1,68,82.41763138771057,80.57420840859413,40,38.57978439331055,0
61,-10.863471031188965,-4.240518569946289,-2.0,-47.32331466674805,-11.556702613830566,-2.0,-2312.386476486176,0,400,600.3653330802917,144.1513048056513,272,11.736452102661133,0
62,48.01935958862305,40.37269592285156,-2.0,39.96813201904297,-37.3231201171875,-2.0,-123.28587019681933,1,22,41.753947734832764,24.711897760629654,12,56.36663818359375,0
63,-16.80725860595703,27.62508201599121,-2.0,74.15045166015625,7.33806848526001,-2.0,-121.49016362667084,1,1,1.2146892547607422,0.40847086906433105,0,92.7917251586914,0
64,12.88685131072998,-45.823055267333984,-2.0,9.159423828125,2.147557258605957,-2.0,355.9012165594102,0,48,76.23945927619934,55.73890823125839,12,1.171220064163208,1
65,-39.018829345703125,-14.671672821044922,-2.0,-34.04159164428711,-34.72638702392578,-2.0,-126.67453913509846,1,27,43.942238092422485,10.886196821928024,1,13.718315124511719,0
66,46.00017166137695,12.425168991088867,-2.0,62.25861740112305,-8.916686058044434,-2.0,-120.59958057522773,1,1,1.2265264987945557,0.3789646625518799,0,26.650705337524414,0
67,-24.386173248291016,38.500709533691406,-2.0,-48.508216857910156,23.84239387512207,-2.0,-155.9532729959488,1,1,1.1984810829162598,0.47197502851486206,1,28.41258430480957,0
68,21.57514762878418,-37.53902053833008,-2.0,18.750370025634766,-9.111726760864258,-2.0,-1242.6896192632619,0,400,599.0655198097229,154.99862259812653,270,12.593852043151855,0
69,78.1082763671875,2.156270980834961,-2.0,69.10639190673828,-24.954423904418945,-2.0,-175.5809663784504,1,19,29.563297033309937,15.114441603422165,0,30.507740020751953,0
70,19.75322914123535,21.944246292114258,-2.0,64.7799301147461,33.86641311645508,-2.0,-106.95886754274369,1,5,9.299277782440186,5.233035296201706,0,43.28278350830078,0
71,29.905147552490234,-29.352306365966797,-2.0,-0.22873444855213165,-8.582637786865234,-2.0,101.39833453044294,0,86,147.94219326972961,57.66350748389959,64,1.4810519218444824,1
72,64.00115966796875,40.882659912109375,-2.0,16.986175537109375,24.935306549072266,-2.0,-5288.297635465188,0,400,545.5492713451385,173.4480198137462,373,6.909393310546875,0
73,56.33827590942383,-39.44367599487305,-2.0,74.03345489501953,22.68895721435547,-2.0,275.26005303353077,0,68,81.89322352409363,71.69364041090012,49,1.4542465209960938,1
74,-25.06498908996582,-8.401416778564453,-2.0,7.370766639709473,20.675992965698242,-2.0,-3363.722525162901,1,248,319.6093592643738,111.92513395100832,211,11.424386978149414,0
75,75.015625,-11.452285766601562,-2.0,72.14518737792969,19.571847915649414,-2.0,294.4118508929014,0,32,38.789555311203,33.919021517038345,3,1.0007805824279785,1
76,57.79240798950195,-48.04751205444336,-2.0,-17.587892532348633,-36.1116828918457,-2.0,-49.776387970447544,1,33,40.25224685668945,43.041646242141724,12,43.798484802246094,0
77,51.80945587158203,-45.559547424316406,-2.0,75.74508666992188,46.10005569458008,-2.0,-2113.3831173395197,0,400,510.45716071128845,239.8539308924228,302,27.403173446655273,0
78,-21.84730339050293,6.679619312286377,-2.0,-10.355682373046875,49.4467658996582,-2.0,-96.99636565804482,1,12,14.977001905441284,12.432469189167023,1,32.54853057861328,0
79,-46.23783874511719,18.882991790771484,-2.0,-5.836943626403809,46.160457611083984,-2.0,-142.87086968779565,1,10,12.278768301010132,10.044459164142609,3,39.00936508178711,0
80,-6.301855087280273,-43.92145919799805,-2.0,49.56114959716797,15.0657958984375,-2.0,15.68190571069718,1,30,36.91105103492737,40.53257614374161,9,40.918434143066406,0
81,15.317601203918457,-47.851951599121094,-2.0,-5.049117565155029,31.116098403930664,-2.0,-6397.189543132784,1,381,492.879762172699,180.14719058014452,364,6.373036861419678,0
82,58.26872253417969,5.305201530456543,-2.0,-38.682525634765625,-14.072959899902344,-2.0,-122.63796039581298,1,1,1.2301585674285889,0.42644116282463074,0,98.5780029296875,0
83,60.43701171875,-44.25983428955078,-2.0,-25.878738403320312,5.726112365722656,-2.0,-33.700293698310816,1,25,30.410414695739746,33.558658599853516,5,67.24858856201172,0
84,-49.56834030151367,2.2716457843780518,-2.0,-27.86635971069336,47.1828498840332,-2.0,-159.69709054350852,1,36,66.45043015480042,39.29651257395744,36,16.903493881225586,0
85,-53.7457160949707,44.21043395996094,-2.0,-4.378818035125732,33.27341079711914,-2.0,-35.467762019634264,1,17,21.115063667297363,19.943451404571533,2,33.02203369140625,0
86,32.11372756958008,-9.65639591217041,-2.0,79.18954467773438,-10.416826248168945,-2.0,-146.6867191195488,1,3,3.729570150375366,2.401471257209778,1,45.195865631103516,0
87,71.65594482421875,-4.467024326324463,-2.0,22.675010681152344,-49.27892303466797,-2.0,-137.0905715751648,1,9,15.556292533874512,9.039299130439758,0,63.77876281738281,0
88,-24.83028793334961,0.31570565700531006,-2.0,8.025664329528809,4.028090000152588,-2.0,-1528.345940700248,0,400,515.1775271892548,143.16682065092027,309,17.56568717956543,0
89,-42.17469787597656,-2.5687153339385986,-2.0,-26.309505462646484,-42.33860397338867,-2.0,-26.667050449252102,1,21,25.984662771224976,22.94042804837227,1,21.636823654174805,0
90,63.576194763183594,46.94460678100586,-2.0,-31.129186630249023,33.03889465332031,-2.0,-71.94543451786043,1,30,36.054630756378174,35.065449833869934,0,71.18041229248047,0
91,15.048785209655762,-32.61085510253906,-2.0,2.2041144371032715,11.170733451843262,-2.0,-3715.1214267172254,1,354,442.9247217178345,131.98324744030833,302,5.357400894165039,0
92,18.29555892944336,35.293880462646484,-2.0,-55.181785583496094,35.501407623291016,-2.0,-3846.6395483375727,0,400,497.0514404773712,269.1644960530102,373,15.545086860656738,0
93,-32.4704475402832,-4.162830829620361,-2.0,-7.611520290374756,40.5268440246582,-2.0,-123.88970160067083,1,39,48.92964148521423,30.424071453511715,6,29.033906936645508,0
94,52.8838005065918,-5.490469455718994,-2.0,16.010377883911133,-45.392250061035156,-2.0,-263.518278427124,1,20,26.134477376937866,22.024651736021042,17,52.80002975463867,0
95,-52.714298248291016,6.463339805603027,-2.0,-50.81401443481445,-28.030433654785156,-2.0,-3497.416348836384,0,400,499.2746024131775,174.0069173257798,347,26.095237731933594,0
96,-59.34522247314453,11.466764450073242,-2.0,-29.599586486816406,-25.779735565185547,-2.0,-3693.913471748531,1,190,240.2673900127411,100.30902075394988,160,17.205041885375977,0
97,44.536041259765625,23.864625930786133,-2.0,77.97303009033203,-1.8084121942520142,-2.0,-4015.1508467334465,0,400,478.64493680000305,242.91416939347982,377,99.3829116821289,0
98,17.806718826293945,30.831058502197266,-2.0,71.33546447753906,-31.038320541381836,-2.0,-82.74052044391634,1,13,16.24065089225769,16.860900551080704,1,65.02169799804688,0
99,20.08392906188965,-7.961140155792236,-2.0,-2.7380104064941406,9.957118034362793,-2.0,289.355242638588,0,22,27.635555744171143,28.932650715112686,9,0.8862432241439819,1
100,10.425639152526855,31.658235549926758,-2.0,36.174808502197266,18.279884338378906,-2.0,-170.07872419930996,1,73,90.75897979736328,43.61976886540651,28,4.822054862976074,0
101,46.28490447998047,-28.316967010498047,-2.0,-33.99913024902344,10.4790678024292,-2.0,-123.34814945697784,1,8,9.863618850708008,9.140809252858162,1,80.5345458984375,0
102,-20.84684944152832,-13.898517608642578,-2.0,76.77070617675781,-19.395450592041016,-2.0,-5172.041890305655,0,400,493.42658972740173,308.82811209373176,361,109.38094329833984,0
103,14.801545143127441,-3.7188689708709717,-2.0,65.0802993774414,24.109724044799805,-2.0,-195.24336406469345,1,9,11.300606966018677,9.096971362829208,3,53.3298454284668,0
104,5.820166110992432,30.27448272705078,-2.0,38.41762924194336,-15.969139099121094,-2.0,-79.67405815958978,1,18,21.943032264709473,22.943867525085807,4,34.505615234375,0
105,-0.13327579200267792,-37.738861083984375,-2.0,5.560719013214111,-15.226465225219727,-2.0,-1933.641749248095,0,400,504.5155258178711,147.00588128343225,265,7.279038906097412,0
106,40.988834381103516,36.13423538208008,-2.0,-19.4345645904541,-33.968299865722656,-2.0,-159.79836817383764,1,4,5.112372159957886,2.301376696676016,1,90.77535247802734,0
107,9.879977226257324,20.606666564941406,-2.0,19.5206241607666,-26.08108901977539,-2.0,-2938.7642229864714,0,400,523.5415995121002,168.2175057530403,367,15.665961265563965,0
108,37.503196716308594,-3.4302549362182617,-2.0,-49.04771423339844,-8.76772403717041,-2.0,-116.64376450300216,1,5,6.421138763427734,5.1369006633758545,0,82.93424224853516,0
109,21.53160285949707,-26.855865478515625,-2.0,-56.822601318359375,16.058761596679688,-2.0,471.7399891047924,0,99,126.25828123092651,103.97847782075405,47,1.0343109369277954,1
110,3.5404391288757324,48.01993942260742,-2.0,68.2329330444336,1.054166316986084,-2.0,-59.23704259753228,1,27,32.40796256065369,32.942911833524704,4,48.189430236816406,0
111,45.555320739746094,-26.95700454711914,-2.0,-54.0341682434082,-26.86595916748047,-2.0,-140.77605278015136,1,8,9.641063928604126,8.755395919084549,1,92.5355224609375,0
112,72.43341064453125,-37.64274978637695,-2.0,0.4164276123046875,-8.356094360351562,-2.0,-29.833009839057922,1,22,25.838783502578735,27.294950991868973,1,51.67502975463867,0
113,-56.21983337402344,-10.412274360656738,-2.0,-24.697649002075195,-32.54673385620117,-2.0,-30.663382244110096,1,20,23.911425590515137,25.29677028208971,4,13.72522258758545,0
114,-18.5284481048584,41.77143096923828,-2.0,-30.700443267822266,5.891974925994873,-2.0,-132.06797228097915,1,4,4.83302116394043,3.926957458257675,1,34.09961700439453,0
115,-12.14956283569336,-39.223655700683594,-2.0,-43.92844772338867,-37.40452575683594,-2.0,-96.0850275039673,1,5,5.9559080600738525,4.476544797420502,0,27.624229431152344,0
116,-4.39554500579834,-11.466108322143555,-2.0,30.10906219482422,-12.209699630737305,-2.0,-26.646254936456614,1,28,33.80781841278076,33.06991731002927,4,7.760499000549316,0
117,9.067305564880371,-13.44084644317627,-2.0,43.37595748901367,-19.06081199645996,-2.0,-111.6145827102661,1,15,18.038748502731323,16.267947643995285,4,20.76023292541504,0
118,41.68131637573242,33.604583740234375,-2.0,69.19589233398438,25.412628173828125,-2.0,289.3479198241234,0,35,47.32673954963684,32.721235409379005,1,1.4523613452911377,1
119,-42.958465576171875,9.549592018127441,-2.0,-26.729467391967773,-42.88621520996094,-2.0,-121.8021526412666,1,49,97.87119889259338,42.77750550210476,29,22.489622116088867,0
120,48.6180419921875,-30.233949661254883,-2.0,13.694695472717285,33.137020111083984,-2.0,-103.2945763516426,1,9,15.704492568969727,11.629114776849747,1,61.251197814941406,0
121,-48.81772232055664,20.23737907409668,-2.0,-0.08658435940742493,41.328914642333984,-2.0,-99.73159255385399,1,38,52.43216586112976,40.59371870756149,4,29.26695442199707,0
122,62.37253952026367,3.1339893341064453,-2.0,62.327598571777344,44.90530014038086,-2.0,-54.03803638219833,1,13,15.257821559906006,14.09764438867569,0,29.143997192382812,0
123,14.972986221313477,-32.15205001831055,-2.0,-2.869454860687256,-49.806941986083984,-2.0,-2371.359067668766,1,248,358.5581603050232,129.58163810987025,206,71.3919448852539,0
124,-57.25371170043945,35.063663482666016,-2.0,-12.99660873413086,-49.57040023803711,-2.0,-2231.228205611856,0,400,611.925571680069,206.0670617800206,384,51.343109130859375,0
125,-28.67559242248535,-14.547906875610352,-2.0,1.4289754629135132,-17.154964447021484,-2.0,-5002.939370941635,0,400,518.6014425754547,150.51234072167426,392,8.13929271697998,0
126,-9.060880661010742,14.592639923095703,-2.0,20.20716094970703,38.30965042114258,-2.0,-796.9729714622725,0,189,257.808794260025,109.74981922283769,144,1.4473700523376465,1
127,-10.721999168395996,16.759309768676758,-2.0,-19.856109619140625,-40.548553466796875,-2.0,21.042956224679926,1,38,46.967501640319824,40.64629504084587,4,19.708925247192383,0
128,-48.01915740966797,25.033666610717773,-2.0,-5.540054798126221,22.658830642700195,-2.0,-833.9983690298532,0,400,570.983332157135,158.49622273538262,271,7.963184833526611,0
129,0.6608961820602417,-23.489437103271484,-2.0,38.011234283447266,-18.566465377807617,-2.0,-27.821734292507188,1,22,30.897499799728394,26.308948785066605,2,15.513518333435059,0
130,20.850170135498047,34.72334289550781,-2.0,69.92887115478516,16.688213348388672,-2.0,-160.6370757675171,1,10,12.205511808395386,10.357966810464859,4,44.4766731262207,0
131,53.74397659301758,-19.71544647216797,-2.0,-31.639665603637695,-25.340106964111328,-2.0,-121.67721520423889,1,1,1.1923143863677979,0.4347871243953705,0,85.24212646484375,0
132,-1.9516175985336304,21.84740447998047,-2.0,55.60546112060547,29.20600128173828,-2.0,-810.4970445333416,0,400,509.41753005981445,203.6709633404389,102,23.949554443359375,0
133,64.03955841064453,33.09886169433594,-2.0,53.11686706542969,1.1120747327804565,-2.0,-1426.1032507022474,0,400,470.07274651527405,147.38151545077562,142,26.425981521606445,0
134,10.58831787109375,43.70685577392578,-2.0,-12.023639678955078,2.6707940101623535,-2.0,-237.19289369173333,0,150,225.16706538200378,83.16219137981534,137,1.0976059436798096,1
135,32.64321517944336,-28.001005172729492,-2.0,10.659385681152344,-5.7256245613098145,-2.0,-94.47292682170868,1,7,8.266423225402832,8.956519365310669,1,22.3430233001709,0
136,-6.450704574584961,39.50605392456055,-2.0,47.49396514892578,-42.576507568359375,-2.0,-396.6914283737541,1,219,300.7353549003601,158.29540932923555,36,16.762624740600586,0
137,-19.17222023010254,-29.121301651000977,-2.0,8.69442367553711,14.259434700012207,-2.0,-114.73965199947358,1,2,2.3424582481384277,1.374507576227188,0,50.202632904052734,0
138,-28.386571884155273,46.05898666381836,-2.0,52.153995513916016,-11.872943878173828,-2.0,-151.9883291196823,1,8,9.2257559299469,8.542745500802994,1,93.91290283203125,0
139,21.425003051757812,37.2933235168457,-2.0,29.350797653198242,-21.057483673095703,-2.0,-442.8855191764979,0,400,495.49921584129333,161.1936588436365,29,20.88282585144043,0
140,-29.340343475341797,-42.9195442199707,-2.0,10.891265869140625,42.3541145324707,-2.0,-164.79668081998824,1,3,6.480846166610718,1.1653461456298828,1,93.76985931396484,0
141,-39.32928466796875,4.53636360168457,-2.0,-56.5134162902832,34.94291305541992,-2.0,-115.309553399086,1,14,17.754733562469482,13.975345820188522,1,25.921884536743164,0
142,43.71250915527344,4.233226776123047,-2.0,20.724227905273438,47.95886993408203,-2.0,-176.2696128869057,1,5,6.055918455123901,4.206023275852203,5,46.22538757324219,0
143,-23.582014083862305,-15.868694305419922,-2.0,22.628543853759766,21.697629928588867,-2.0,-821.399115536213,0,400,474.455105304718,185.82139295805246,0,14.670897483825684,0
144,18.04705047607422,10.787361145019531,-2.0,-56.96971130371094,-36.39154815673828,-2.0,79.91305175542834,1,36,41.54401779174805,47.869126081466675,1,42.192501068115234,0
145,-59.54697799682617,-13.692727088928223,-2.0,16.96809196472168,-23.62069320678711,-2.0,43.27567425966265,1,40,49.13872504234314,45.911223381757736,1,36.170291900634766,0
146,-56.79521179199219,22.984405517578125,-2.0,19.576126098632812,-14.973069190979004,-2.0,-94.04177392598257,0,400,503.7335841655731,169.18826292082667,69,7.414958477020264,0
147,15.944653511047363,49.79995346069336,-2.0,62.59014892578125,35.20455551147461,-2.0,-114.70859649419785,1,2,2.3399136066436768,1.3490161001682281,0,47.55095672607422,0
148,35.429039001464844,-1.2968134880065918,-2.0,-20.055482864379883,42.46817398071289,-2.0,-106.98798398733139,1,3,3.568336009979248,3.207946926355362,0,67.4854965209961,0
149,37.59714889526367,23.20172119140625,-2.0,34.76858139038086,-49.309234619140625,-2.0,-138.129433093071,1,5,5.791212797164917,5.520432144403458,1,68.1781997680664,0
150,-27.308422088623047,-12.999187469482422,-2.0,-44.32882308959961,26.27499771118164,-2.0,-349.0707664644717,1,88,110.53408765792847,52.236347649246454,58,10.562634468078613,0
151,31.10955810546875,-23.125146865844727,-2.0,-24.94256591796875,-41.084327697753906,-2.0,-129.19942386865614,1,9,10.41094422340393,8.26864618062973,1,51.6555290222168,0
152,-16.93647003173828,-42.958221435546875,-2.0,-1.3875672817230225,-10.436626434326172,-2.0,355.3957222640514,0,34,38.9333016872406,40.46778443455696,0,1.1771492958068848,1
153,-57.889862060546875,-9.411737442016602,-2.0,11.680817604064941,12.822659492492676,-2.0,-566.2613813701274,0,400,502.1700472831726,187.32734087109566,212,14.63585376739502,0
154,70.27040100097656,-45.909358978271484,-2.0,34.281761169433594,33.123680114746094,-2.0,-17.098294906616218,1,25,28.21395993232727,32.45480611920357,1,56.843936920166016,0
155,-17.93054962158203,38.94154739379883,-2.0,-28.232757568359375,-43.51866912841797,-2.0,-157.73019892454147,1,1,2.663987398147583,0.07686760276556015,1,83.12490844726562,0
156,55.32142639160156,-10.285601615905762,-2.0,68.4592514038086,20.1884822845459,-2.0,-132.3129663681984,1,1,3.084167957305908,1.5146139860153198,0,34.475685119628906,0
157,-11.125659942626953,-20.342771530151367,-2.0,-15.496204376220703,27.566415786743164,-2.0,21.403361990451828,1,38,53.81157851219177,43.353076457977295,14,10.768080711364746,0
158,-10.342994689941406,20.4305419921875,-2.0,69.65071105957031,19.694847106933594,-2.0,439.2205055204779,0,126,148.0776343345642,101.95199663192034,7,1.0403019189834595,1
