Episode,Start_X,Start_Y,Target_X,Target_Y,Total_Reward,Collisions,Steps,Navigation_Time,Path_Length,Obstacle_Avoidance_Count,Final_Distance,Success
31,-5.997725009918213,-26.265836715698242,30.503253936767578,18.46170997619629,145.07521857880076,0,400,445.19104838371277,227.38246332108974,0,5.38596773147583,0
32,67.11534881591797,-16.64535903930664,-12.635110855102539,-11.6693115234375,-119.32765205860139,1,7,7.653543472290039,5.760455399751663,0,76.2684555053711,0
33,-22.511478424072266,-44.94247817993164,-34.765506744384766,-2.0064685344696045,-130.94079818248747,1,4,4.4375200271606445,4.597336262464523,1,40.69527053833008,0
34,53.73810958862305,-23.146188735961914,-23.742706298828125,31.71869659423828,-185.42618876457215,1,3,3.2853684425354004,1.9321772754192352,2,93.02653503417969,0
35,13.534646034240723,-37.70112228393555,72.4346694946289,-12.72019100189209,-9.928400790691398,1,23,25.752371311187744,27.491646885871887,1,37.80510330200195,0
36,61.47826385498047,-33.98774337768555,74.32057189941406,21.332534790039062,-133.49923546791078,1,13,14.314656972885132,17.786898285150528,1,49.775794982910156,0
37,-57.931888580322266,-41.345542907714844,20.004074096679688,40.00973892211914,333.65263875186406,0,400,450.73038244247437,275.58765003085136,1,11.76162052154541,0
38,14.931761741638184,-11.665853500366211,-23.035554885864258,-11.438139915466309,366.1617420864106,0,37,42.55084228515625,38.442452520132065,0,0.8964248895645142,1
39,-49.48222732543945,-17.330646514892578,24.153472900390625,-2.9408984184265137,161.48968620933624,0,400,455.0311543941498,197.4497854784131,0,10.404356956481934,0
40,54.43333053588867,-43.95972442626953,71.09343719482422,38.91669845581055,-147.21683866500854,1,23,25.567538022994995,31.26859286427498,1,72.15673828125,0
41,-12.05615520477295,1.045798659324646,27.693519592285156,-15.370322227478027,-84.08078144084668,0,400,448.73441195487976,170.79986864328384,0,13.619128227233887,0
42,39.493080139160156,-21.3695125579834,8.002225875854492,-25.37372589111328,-118.7734360408783,1,1,1.0946574211120605,0.360521525144577,0,31.39228630065918,0
43,72.62863159179688,41.43495178222656,5.548139572143555,-32.90135955810547,2.965125002861015,1,32,34.74360632896423,38.26765754818916,1,63.26645278930664,0
44,14.705405235290527,29.959566116333008,24.6611385345459,-46.90567398071289,-94.2831440114975,1,51,56.77260136604309,62.84011259675026,1,49.387027740478516,0
45,13.864653587341309,2.646731376647949,-7.06743860244751,13.27386474609375,267.57194557547575,0,50,55.796319246292114,29.539137549698353,0,1.40428626537323,1
46,-48.723148345947266,40.92660140991211,53.498104095458984,-11.673630714416504,-143.71367971897126,1,13,14.398742914199829,16.856414675712585,4,99.38320922851562,0
47,-17.781824111938477,27.22096824645996,74.91416931152344,22.3497257232666,-121.8341273021698,1,1,1.1020796298980713,0.42762473225593567,0,92.47211456298828,0
48,-39.57425308227539,-37.0762825012207,-1.9827768802642822,-13.485047340393066,-197.04274042963982,1,7,7.779414892196655,6.058772265911102,7,39.72574996948242,0
49,-17.34636688232422,-14.028325080871582,-11.600478172302246,-39.64918518066406,-4999.31089267805,0,400,435.4841573238373,391.58970245718956,0,272.53509521484375,0
50,-52.39464569091797,-40.80226516723633,20.690641403198242,-19.887786865234375,-79.66675530195235,1,16,17.755364894866943,20.996057271957397,3,58.42624282836914,0
51,43.7440185546875,-12.291402816772461,42.91504669189453,-49.07769012451172,-120.5711480140686,1,1,1.0978331565856934,0.210279643535614,0,36.63468551635742,0
52,46.94445037841797,35.10295104980469,27.33036231994629,-32.914276123046875,-62.96007431745528,1,18,19.745773315429688,23.50810596346855,1,51.975345611572266,0
53,-23.399402618408203,-28.784929275512695,-40.68983459472656,21.61566734313965,-122.69237169027329,1,1,1.10042142868042,1.9073486328125e-06,0,53.2839469909668,0
54,14.553384780883789,-1.5246657133102417,-55.62693405151367,28.203964233398438,75.59390685796741,1,31,34.65040612220764,42.79078271985054,0,39.23116683959961,0
55,8.587091445922852,14.402901649475098,31.721637725830078,-4.142307758331299,-265.9401874848083,0,400,447.3189368247986,168.94750449433923,0,16.584213256835938,0
56,-45.163326263427734,0.6911112070083618,-26.98413848876953,24.915681838989258,-1843.4397263029232,1,219,239.8092291355133,227.4251590371132,3,114.45939636230469,0
57,42.74371337890625,25.57547378540039,42.99519348144531,-28.94966697692871,-126.08295834302905,1,8,8.799574851989746,8.806477785110474,1,48.34174346923828,0
58,61.720375061035156,28.850473403930664,23.200496673583984,-10.27005672454834,-65.75193042516707,1,12,13.088479042053223,15.0713369846344,1,39.918212890625,0
59,-15.019227027893066,16.193483352661133,-35.13847351074219,5.418619155883789,-114.13901087760925,1,11,12.264125108718872,10.34494924545288,1,16.357555389404297,0
60,-22.501384735107422,-47.38113784790039,74.00721740722656,-14.10239315032959,-94.57174851894379,1,7,7.763265132904053,8.563674688339233,0,94.33184051513672,0
61,55.399574279785156,18.02604866027832,-47.26198959350586,35.91225814819336,-122.09656141519547,1,1,1.1074397563934326,0.46762341260910034,0,103.8178482055664,0
62,50.21573257446289,-1.3730331659317017,7.605832576751709,-23.078601837158203,-72.9020951962471,1,11,12.298329830169678,14.17684605717659,1,34.39852523803711,0
63,-55.96706771850586,12.92301082611084,-26.48322296142578,-28.213407516479492,-927.951746661626,0,400,438.6089301109314,251.20064151845872,0,46.57684326171875,0
64,78.07119750976562,8.937114715576172,24.32346534729004,33.41239929199219,126.37256513237946,1,45,49.01168918609619,59.77273181080818,0,17.427440643310547,0
65,41.628116607666016,15.454398155212402,22.22096061706543,8.6129789352417,-134.34075921416283,1,1,1.0905146598815918,1.827002763748169,0,22.229366302490234,0
66,42.494537353515625,27.000263214111328,-46.1654052734375,-33.17098617553711,-112.92153117418292,1,9,9.8702871799469,11.344396859407425,1,96.02436065673828,0
67,-11.748353958129883,21.1942081451416,0.3247982859611511,-6.151145935058594,-93.13192934416224,0,400,441.6743369102478,185.94009090587497,0,12.071968078613281,0
68,7.031095504760742,-7.679617404937744,46.29629898071289,24.91306495666504,114.71828977867962,1,55,61.35843205451965,51.11588832363486,0,10.820992469787598,0
69,60.068599700927734,8.716490745544434,-53.56889343261719,5.136844158172607,-122.92013461828232,1,1,1.0992186069488525,0.6471786499023438,0,113.34764862060547,0
70,-49.721412658691406,-33.11420822143555,-28.045534133911133,-6.549716472625732,285.55574838079514,0,121,135.28865814208984,57.785155903548,0,1.1336582899093628,1
71,20.02861785888672,2.7221410274505615,48.86514663696289,18.686338424682617,-471.7053744524718,1,76,85.00771307945251,32.203980304300785,52,26.435993194580078,0
72,51.13458251953125,46.39718246459961,13.892449378967285,42.325462341308594,-44.25935213208196,1,19,20.786270141601562,19.715797007083893,1,19.8918514251709,0
73,30.896923065185547,11.60848331451416,34.67523956298828,45.29417037963867,-121.72299881219864,1,1,1.1019673347473145,0.0,0,33.89691925048828,0
74,-42.600425720214844,-11.58043098449707,25.039602279663086,-22.1439266204834,-36.01483729243279,1,20,22.500149965286255,21.26069125533104,1,48.79981231689453,0
75,70.73173522949219,2.3502559661865234,-0.2130715698003769,41.57084655761719,-76.23755039215088,1,8,8.669403553009033,9.956865847110748,0,71.51036834716797,0
76,45.538787841796875,14.539278030395508,26.08707046508789,-32.53178405761719,-122.5746750164032,1,1,1.0981335639953613,0.0,0,50.93185806274414,0
77,67.10035705566406,-34.86138916015625,-48.738346099853516,-7.426839351654053,-75.43453596353531,1,15,16.35642433166504,19.31280827522278,0,102.54521942138672,0
78,50.22774887084961,-49.46853256225586,-48.40998077392578,16.413135528564453,-51.13478099823,1,15,16.441291093826294,19.991218864917755,0,99.06732177734375,0
79,5.091154098510742,-10.52285385131836,8.845410346984863,-45.94062042236328,-102.2852424120903,1,26,29.07832360267639,31.562365531921387,0,28.17700958251953,0
80,38.1215705871582,43.2762451171875,-52.32452392578125,-2.6754186153411865,42.46275470018385,1,55,61.36596488952637,64.9328074529767,6,43.634891510009766,0
81,54.28453826904297,-25.231914520263672,29.940662384033203,-33.18434143066406,18.114060223102555,1,19,20.877532243728638,22.3108272254467,0,5.760502815246582,0
82,57.6621208190918,48.986778259277344,17.71657371520996,29.354589462280273,21.228388643264765,1,19,20.752187967300415,23.346171259880066,0,22.15276336669922,0
83,-20.952587127685547,27.772218704223633,-21.94404411315918,1.9113986492156982,-121.63944952845573,1,1,1.1160731315612793,0.2052072435617447,0,25.921245574951172,0
84,-53.73611831665039,-4.835475444793701,11.670907020568848,45.936798095703125,14.007868130207044,1,24,26.838077545166016,32.52902436256409,1,50.64325714111328,0
85,72.14800262451172,42.01917266845703,13.200033187866211,-38.365509033203125,-6.902831118106832,1,24,26.135857105255127,32.44361451268196,1,67.77527618408203,0
86,0.5144363045692444,0.5063254833221436,11.724687576293945,19.381250381469727,263.7879287040234,0,24,26.890108346939087,22.80309361219406,0,1.3610481023788452,1
87,15.808859825134277,26.273014068603516,57.98507308959961,28.307025909423828,-82.89630627274512,1,15,16.80433750152588,15.301611065864563,3,28.556930541992188,0
88,-54.199546813964844,23.26354217529297,-23.17243194580078,-20.068584442138672,135.76208708703518,1,59,69.78812980651855,57.81965048611164,1,5.265566349029541,0
89,-34.695037841796875,16.97275161743164,44.11814498901367,47.851806640625,-150.28972910642622,1,2,2.2230846881866455,1.5264388024806976,1,83.223876953125,0
90,-23.373729705810547,28.95659828186035,37.96773147583008,-3.275663375854492,-122.85133980512619,1,1,1.1036064624786377,0.08664154261350632,0,69.2145767211914,0
91,-20.71657371520996,41.100608825683594,77.12593841552734,-20.03822135925293,-147.7237273859978,1,3,3.321279525756836,2.9607119858264923,1,112.49214172363281,0
92,-14.657742500305176,-15.736349105834961,-54.45454788208008,28.90450096130371,20.189693417548938,1,64,71.07121300697327,87.17342945933342,1,26.586870193481445,0
93,-34.2773323059082,24.360774993896484,27.121000289916992,-38.265533447265625,-124.40760404348373,1,1,1.0971648693084717,1.9073486328125e-06,0,87.70295715332031,0
94,8.642508506774902,45.32297897338867,17.87233543395996,10.044551849365234,283.0400813665986,0,382,424.2547688484192,192.74611712247133,0,1.3030202388763428,1
95,-47.373966217041016,33.86215591430664,44.2946662902832,-33.106468200683594,-111.91950688123703,1,12,13.395438432693481,15.204572528600693,4,98.7730941772461,0
96,-53.205665588378906,-2.5281941890716553,2.0294029712677,38.933231353759766,14.579360127449092,1,22,24.827368021011353,30.012303411960602,1,39.378787994384766,0
97,45.268043518066406,44.12294387817383,10.140268325805664,-43.381439208984375,-89.05693044900895,1,9,9.881264209747314,10.333704441785812,0,85.03106689453125,0
98,35.375587463378906,48.826786041259766,32.10183334350586,-29.17874526977539,-21.79709404863427,0,400,442.2855064868927,238.9604227077216,0,20.92722511291504,0
99,73.60255432128906,-42.32917785644531,53.25754165649414,-33.72846603393555,271.6206454074383,0,20,21.785465717315674,21.995413780212402,0,1.055726170539856,1
100,-17.610925674438477,-12.869030952453613,63.57518005371094,-7.0872721672058105,-18.08403940349814,1,61,68.48382830619812,52.56122525036335,10,43.2010612487793,0
101,38.96358871459961,44.55750274658203,-3.780870199203491,-0.9962370991706848,-142.44983015298843,1,11,12.10565972328186,10.098331719636917,2,52.685691833496094,0
102,47.446712493896484,12.685530662536621,-44.82632064819336,31.3135986328125,-124.73336808681488,1,1,1.107381820678711,0.0,0,94.13456726074219,0
103,-6.483558654785156,-17.34935188293457,19.737247467041016,-5.636719703674316,-50.123018285706685,0,400,449.8005928993225,170.3290949240327,0,6.759954452514648,0
104,47.78450012207031,42.70500183105469,-7.0283074378967285,41.312076568603516,-65.17821951031684,1,18,19.830286502838135,18.663243889808655,1,37.96904754638672,0
105,25.76180076599121,28.91834259033203,-16.711057662963867,41.42945098876953,396.2756051398069,0,55,61.55757665634155,50.04274931550026,0,1.419491171836853,1
106,-33.731990814208984,-2.4143917560577393,6.120203971862793,22.1312198638916,421.1667134404183,0,42,47.26462697982788,47.224968671798706,0,1.3392256498336792,1
107,-31.91775131225586,34.21562194824219,7.87751579284668,46.01664352416992,-122.10127880573273,1,1,1.1097817420959473,0.0,0,41.50815963745117,0
108,-56.59373092651367,-44.76087951660156,-32.143951416015625,12.020162582397461,384.6973482771222,0,345,384.77180552482605,177.25548969954252,0,1.4555907249450684,1
109,20.024471282958984,-1.1925203800201416,-15.328437805175781,35.192176818847656,174.29043460726734,1,38,42.69276833534241,48.082628317177296,0,5.884734153747559,0
110,-9.606094360351562,29.993183135986328,47.17509841918945,28.478389739990234,-277.119633350298,0,400,445.0116674900055,214.63304818980396,0,23.868337631225586,0
111,14.0740327835083,17.892047882080078,-16.797319412231445,-24.267242431640625,38.282089584767874,1,150,168.4523470401764,92.67818576097488,1,11.455409049987793,0
112,24.93330955505371,-28.663671493530273,-54.546592712402344,7.279909133911133,199.55402420997623,1,54,60.6908483505249,73.07457140088081,0,26.332046508789062,0
113,29.679048538208008,-18.80086326599121,-33.17569351196289,-13.717815399169922,-123.17967485666276,1,1,1.1129612922668457,1.9073486328125e-06,0,63.0599365234375,0
114,-25.47313690185547,12.915229797363281,9.508186340332031,-14.790772438049316,130.2607252416759,0,400,446.16789388656616,177.5196621865034,0,4.82389497756958,0
115,66.1832275390625,-8.708843231201172,-15.404991149902344,-19.266544342041016,-120.5053532242775,1,4,5.78414249420166,3.6162784099578857,0,80.08844757080078,0
116,18.530813217163086,-46.88164520263672,-17.279752731323242,35.41157531738281,200.90578378438957,1,67,79.24509525299072,85.21954292058945,1,24.22797393798828,0
117,-54.11261749267578,-20.316076278686523,-50.66470718383789,-46.57248306274414,-134.69875569731002,0,400,440.42868733406067,293.08600762858987,0,5.238729476928711,0
118,22.549095153808594,7.590915679931641,-56.95289611816406,-31.169200897216797,82.51977981805797,1,38,42.89582633972168,53.148910224437714,3,40.636348724365234,0
119,27.482929229736328,-0.4593367576599121,-17.593616485595703,-47.51150894165039,-119.42788460969925,1,1,1.1154711246490479,0.4794822335243225,0,64.68058776855469,0
120,68.44534301757812,-3.865966558456421,-21.136951446533203,7.481601238250732,-105.2869334936142,1,6,6.5439536571502686,6.831499010324478,0,84.99445343017578,0
121,-41.42750549316406,-32.986785888671875,12.609000205993652,9.722148895263672,-133.7753892493248,1,5,5.534712791442871,5.7124936282634735,3,63.208824157714844,0
122,27.219928741455078,-6.667489051818848,-56.35829162597656,-27.70173454284668,-124.3353624343872,1,1,1.1062870025634766,0.0,0,86.18444061279297,0
123,-21.20969009399414,-43.95424270629883,79.2365493774414,-37.927181243896484,-1035.0694128656387,1,58,64.04067945480347,80.44970467686653,0,168.47731018066406,0
124,-10.272828102111816,-10.486971855163574,-15.348906517028809,40.314971923828125,-54.43844858169555,1,31,34.62594819068909,38.595415487885475,1,30.41136932373047,0
125,40.08561325073242,-43.985713958740234,-38.0064697265625,-49.73896026611328,-96.95577763319014,1,15,16.524608373641968,16.338344305753708,1,64.10222625732422,0
126,46.563106536865234,-18.17603302001953,-41.11552810668945,45.73219299316406,-125.45312009811401,1,1,1.1128010749816895,3.814697265625e-06,0,108.4979476928711,0
127,-44.328765869140625,25.213987350463867,33.62389373779297,-45.25054931640625,-994.63009125933,0,400,439.59498596191406,311.69832560792565,0,49.73269271850586,0
128,23.210861206054688,42.16023254394531,59.025630950927734,-16.500782012939453,-143.80269425630567,1,47,52.568366289138794,52.45316261053085,10,38.16903305053711,0
129,-24.319652557373047,6.65483283996582,20.181034088134766,-0.9063639044761658,159.80172349527479,0,400,446.62584257125854,202.91460902616382,0,4.7115797996521,0
130,37.943336486816406,-4.4566450119018555,-15.409472465515137,-15.132431983947754,-102.47583617925645,1,6,6.7212183475494385,4.5398388504981995,0,50.07931137084961,0
131,77.92961883544922,0.3536337912082672,33.919647216796875,-10.978083610534668,-102.08272819042205,1,15,16.246659755706787,20.109581649303436,0,39.09574508666992,0
132,51.23881912231445,3.310804605484009,25.921052932739258,16.830209732055664,-111.05427122354507,1,6,6.680206775665283,6.791608959436417,2,22.23319435119629,0
133,-31.463863372802734,-0.3818378746509552,-42.44056701660156,-22.175037384033203,271.05827890753744,0,39,43.74339437484741,29.311179026961327,0,1.4294397830963135,1
134,-29.518362045288086,-8.189824104309082,-54.0745735168457,-25.306461334228516,322.7427090072632,0,24,26.898972749710083,29.068122148513794,0,1.1112983226776123,1
135,29.634172439575195,-27.92157554626465,61.08839797973633,-19.546981811523438,-88.45077354311942,1,15,16.51253318786621,13.175988733768463,1,21.544288635253906,0
136,-24.289695739746094,37.84896469116211,-24.679107666015625,-14.441102027893066,-164.92380295515062,1,1,1.0968034267425537,1.1538290977478027,1,53.4453239440918,0
137,54.47932434082031,-16.106201171875,4.317905426025391,-8.111493110656738,-119.50127761840821,1,1,1.1098670959472656,0.47101518511772156,0,50.4136848449707,0
138,78.23172760009766,44.84759521484375,7.813773155212402,7.186983108520508,154.72228105545037,1,45,48.98884582519531,52.74398013949394,0,28.54435157775879,0
139,46.41608428955078,-37.944217681884766,-2.3052151203155518,-34.95440673828125,423.07176286220545,0,48,53.28729701042175,52.71834135055542,0,1.4156805276870728,1
140,60.05794143676758,19.270755767822266,-14.214822769165039,-45.64204406738281,-154.88219399452208,1,1,1.0772640705108643,0.38308829069137573,1,98.25900268554688,0
141,9.869209289550781,-17.329042434692383,-52.275474548339844,-39.93699264526367,82.18948084831237,1,78,86.47498965263367,95.11616626381874,0,23.02288246154785,0
142,31.661224365234375,14.511218070983887,-29.561887741088867,-37.02804183959961,-132.18595679521562,1,1,1.104170799255371,1.635354995727539,0,81.04174041748047,0
143,-3.100173234939575,-30.052900314331055,46.35063171386719,48.41249084472656,141.26432774513967,1,96,107.13253569602966,90.26517230272293,1,20.668071746826172,0
144,38.11408233642578,-16.981090545654297,1.6896538734436035,5.6202778816223145,-122.17101910114289,1,1,1.0974395275115967,0.0,0,42.86677932739258,0
145,-31.45461082458496,-40.38838195800781,-48.31056594848633,33.01776123046875,-169.46948792934418,1,1,1.1005563735961914,1.6152745485305786,1,76.89115142822266,0
146,66.21369171142578,15.776000022888184,18.685401916503906,10.350379943847656,-111.8015817975998,1,4,4.315056562423706,3.4873044192790985,0,45.57788848876953,0
147,74.61270141601562,-38.44343185424805,34.637935638427734,-4.0492682456970215,-7.245952396392795,1,18,19.520737886428833,23.594592213630676,1,29.222354888916016,0
148,-26.92607307434082,-12.2764253616333,-45.62350845336914,10.126815795898438,142.41156201235938,0,244,271.31281304359436,156.86399222631007,0,1.285897135734558,1
149,-7.107081413269043,-12.035517692565918,29.745141983032227,-17.899890899658203,1.462203209400144,1,32,35.826473236083984,34.71874359250069,4,7.354887008666992,0
150,45.43976593017578,-14.905122756958008,15.071844100952148,-17.01413345336914,-121.54883803367615,1,1,1.1105053424835205,0.0,0,30.441068649291992,0
151,-8.542820930480957,13.318224906921387,31.831588745117188,-42.94479751586914,126.70344732522969,1,83,92.5751404762268,81.69493708014488,1,17.058990478515625,0
152,14.28238296508789,-39.98386764526367,62.7669792175293,28.822101593017578,-43.72584573775541,1,168,191.26959896087646,127.87221930921078,1,21.302139282226562,0
153,40.98640441894531,42.26803970336914,2.4197194576263428,-6.480970859527588,-122.26520164489746,1,6,6.547696352005005,6.306892216205597,1,55.90375900268555,0
154,53.652687072753906,32.25836944580078,31.457441329956055,6.654289722442627,-14.007906677722929,1,23,25.188976287841797,26.116908490657806,1,12.359930992126465,0
155,-43.52358627319336,-15.812091827392578,20.79572105407715,43.76886749267578,210.94795054912578,1,175,195.37608194351196,169.51497200131416,3,9.173582077026367,0
156,-12.065107345581055,-1.5680147409439087,-18.77787208557129,-46.432861328125,-51.01420300006869,1,20,22.382914066314697,25.864775866270065,1,27.4361629486084,0
157,61.807594299316406,-11.416909217834473,0.16267235577106476,-16.775991439819336,-120.14978171110154,1,1,1.1137464046478271,0.5951825380325317,0,61.50912094116211,0
158,-58.07683181762695,14.533722877502441,19.661149978637695,-11.104398727416992,581.2844538450241,0,80,89.53784012794495,89.98984596133232,0,1.1837819814682007,1
159,-42.083675384521484,37.04307556152344,19.40667152404785,-4.196215629577637,-131.35952582597733,1,6,6.673314571380615,6.812375366687775,3,67.41397857666016,0
160,37.828243255615234,15.194446563720703,-20.214982986450195,-26.679550170898438,-123.60530223369598,1,1,1.1021850109100342,3.814697265625e-06,0,71.57127380371094,0
161,70.18372344970703,-20.29987144470215,55.474239349365234,-48.23765563964844,-129.80360167980194,1,8,8.673596858978271,7.35558494925499,0,31.21611785888672,0
162,12.649986267089844,8.259970664978027,30.61578941345215,33.090858459472656,-32.064255269169834,1,111,123.35721278190613,75.97171750292182,1,6.17144250869751,0
163,58.50340270996094,-19.317977905273438,-14.689577102661133,-23.22513771057129,-123.6853411602974,1,1,1.1043527126312256,0.0,0,73.29718780517578,0
164,-16.497989654541016,6.663376808166504,9.360880851745605,-25.88938331604004,73.61648151054968,0,400,440.8971881866455,215.84418039396405,2,8.178731918334961,0
165,-7.221368789672852,48.26215362548828,13.037410736083984,7.276301383972168,415.15467202186585,0,41,45.621400117874146,51.64737841486931,0,1.4126821756362915,1
166,62.288204193115234,43.771324157714844,35.827423095703125,-20.131149291992188,5.934680974483513,1,27,29.46833872795105,36.26082423329353,1,39.13515090942383,0
167,0.6539604663848877,-17.714101791381836,-10.490647315979004,14.63299560546875,261.2653409314155,0,241,266.52926111221313,119.89351379685104,0,1.4756743907928467,1
168,-29.85744285583496,-46.251243591308594,-52.309814453125,-38.433589935302734,279.02686740636824,0,24,26.471689462661743,24.45482325553894,0,1.3036139011383057,1
169,-17.06501007080078,20.063016891479492,68.91057586669922,13.303152084350586,-121.57708236217499,1,1,1.0985662937164307,0.470326691865921,0,85.89781188964844,0
170,-42.3355712890625,-22.502798080444336,-47.967010498046875,34.98686599731445,157.84763277053824,0,400,437.89680433273315,246.34012277796865,0,6.229305267333984,0
171,-34.08124542236328,14.363726615905762,-8.804621696472168,-30.38376235961914,453.43659197688095,0,46,51.306204319000244,54.19633635878563,0,0.9056081771850586,1
172,28.85401153564453,22.703031539916992,18.319364547729492,-4.194847583770752,-124.75041082143784,1,5,5.5050060749053955,4.851962238550186,1,24.35660743713379,0
173,-32.48066329956055,29.991899490356445,62.168819427490234,-21.267213821411133,-121.64823124408721,1,1,1.1094560623168945,0.4883442521095276,0,107.17108154296875,0
174,-12.620975494384766,-25.530048370361328,19.71435546875,-44.7924690246582,-132.08324890643357,0,400,435.0956768989563,226.91525251884013,0,16.488161087036133,0
175,25.280662536621094,32.62996292114258,-56.1939582824707,-33.623348236083984,253.71844535112382,1,56,62.52081632614136,77.91589415073395,1,28.04267120361328,0
176,29.343774795532227,3.0538065433502197,77.04717254638672,40.00873947143555,-123.0396260023117,1,1,1.1272754669189453,1.922192041092785e-06,0,60.3430290222168,0
177,-11.950742721557617,-41.063629150390625,-39.04014587402344,-12.373000144958496,-82.09225702524185,1,6,6.6275763511657715,6.325024396181107,0,33.13833999633789,0
178,29.962827682495117,-29.00812530517578,-27.501710891723633,1.3987048864364624,489.24202152006313,0,193,215.05258870124817,115.15143299102783,0,1.2089606523513794,1
179,-44.1413459777832,-41.20005798339844,29.064786911010742,16.162166595458984,-153.85188875198364,1,11,12.218132972717285,12.21770292520523,4,81.51699829101562,0
